hb,cancer_site_icd10code,cancer_site,sex,sex_qf,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,easr,easr_lower95pc_confidence_interval,easr_lower95pc_confidence_interval_qf,easr_upper95pc_confidence_interval,easr_upper95pc_confidence_interval_qf,wasr,wasr_lower95pc_confidence_interval,wasr_lower95pc_confidence_interval_qf,wasr_upper95pc_confidence_interval,wasr_upper95pc_confidence_interval_qf,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval
S08000016,C07-C08,Salivary glands,Female,NA,2015,0,0,0,5.09851128130094,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C07-C08,Salivary glands,Female,NA,2016,4,6.77805266546921,1.84679122517763,17.3545068549898,5.36235234026871,NA,z,NA,z,3.20166869055022,NA,z,NA,z,444.247291532145,121.042435092041,1137.44950750859
S08000016,C07-C08,Salivary glands,Female,NA,2017,0,0,0,5.0577101071297,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C07-C08,Salivary glands,Female,NA,2018,0,0,0,5.05344422927075,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C73,Thyroid,All,d,1994,3,2.84495021337127,0.586697129346232,8.31415179681586,2.85036614299079,NA,z,NA,z,2.0255845026017,NA,z,NA,z,125.418856549747,25.8643834109237,366.527121155491
S08000016,C73,Thyroid,All,d,1995,1,0.943930526713234,0.0238982518258353,5.25924428066726,0.956327701625757,NA,z,NA,z,0.637551801083838,NA,z,NA,z,34.9779613205179,0.885565308394791,194.88472701998
S08000016,C73,Thyroid,All,d,1996,4,3.77857547704515,1.02953464351627,9.67465395371594,4.07495085025973,NA,z,NA,z,3.40675919789483,NA,z,NA,z,142.961901409503,38.9523065234995,366.039247622436
S08000016,C73,Thyroid,All,d,1997,6,5.66251415628539,2.07804289683923,12.3249094210256,5.57127259213367,NA,z,NA,z,3.06943571161915,NA,z,NA,z,196.671574695312,72.1750016911008,428.071220116879
S08000016,C73,Thyroid,All,d,1998,1,0.943040362127499,0.0238757148097793,5.2542846010363,1.12170499158721,NA,z,NA,z,0.280426247896803,NA,z,NA,z,40.9416354616951,1.03655246518199,228.112192634383
S08000016,C73,Thyroid,All,d,1999,6,5.67054153671676,2.08098880397963,12.3423816487276,5.14660853541387,NA,z,NA,z,3.96381555898937,NA,z,NA,z,196.267322273396,72.0266481769711,427.191332783119
S08000016,C73,Thyroid,All,d,2000,2,1.88235294117647,0.227961673923732,6.79970604021078,1.80593990571273,NA,z,NA,z,1.54794849061091,NA,z,NA,z,63.4874090572985,7.68861977219692,229.338350636005
S08000016,C73,Thyroid,All,d,2001,6,5.61009817671809,2.05880715613918,12.2108219004382,5.45486905041464,NA,z,NA,z,5.08536914913718,NA,z,NA,z,182.96832544481,67.146150727962,398.245015515041
S08000016,C73,Thyroid,All,d,2002,5,4.64986515391054,1.50979855865193,10.8512341479798,4.42767694638263,NA,z,NA,z,3.62033915997838,NA,z,NA,z,177.126916629536,57.5126276943383,413.355136683985
S08000016,C73,Thyroid,All,d,2003,7,6.45816034689547,2.59651540872762,13.3062785881561,6.35210593395136,NA,z,NA,z,6.19322668507761,NA,z,NA,z,196.954776938871,79.1860352910137,405.802115532264
S08000016,C73,Thyroid,All,d,2004,8,7.30927364093193,3.1556255612138,14.4021829330227,8.93788266305307,NA,z,NA,z,5.15635827636262,NA,z,NA,z,223.665759866558,96.5629997830026,440.710711856858
S08000016,C73,Thyroid,All,d,2005,7,6.34920634920635,2.55271025081167,13.0817917112947,6.01687493913153,NA,z,NA,z,3.13220390658074,NA,z,NA,z,196.835658122427,79.1381433487649,405.556685243828
S08000016,C73,Thyroid,All,d,2006,3,2.70611582175717,0.558066140082628,7.90841878923176,3.36053698677572,NA,z,NA,z,3.91366182869596,NA,z,NA,z,89.4728285923914,18.4514482689097,261.477573530581
S08000016,C73,Thyroid,All,d,2007,8,7.1301247771836,3.07828179745856,14.0491882532917,7.33745015339773,NA,z,NA,z,5.77297483493059,NA,z,NA,z,171.397846774151,73.9974247767464,337.722086329329
S08000016,C73,Thyroid,All,d,2008,2,1.76429075511644,0.21366379546927,6.37322483038458,1.51149090234265,NA,z,NA,z,0.966518496731683,NA,z,NA,z,49.9186896427383,6.04538490211387,180.323470725416
S08000016,C73,Thyroid,All,d,2009,8,7.04287349238489,3.04061288559601,13.8772684392933,6.50836799315885,NA,z,NA,z,3.49192811345215,NA,z,NA,z,181.528607385417,78.3711681485125,357.683723386814
S08000016,C73,Thyroid,All,d,2010,15,13.1926121372032,7.38380486612429,21.7592074507351,13.0182004911706,NA,z,NA,z,8.63011280684161,NA,z,NA,z,268.578880169493,150.321560408896,442.980018643456
S08000016,C73,Thyroid,All,d,2011,8,7.02493853178785,3.03286984259616,13.8419294170998,6.52116756094175,NA,z,NA,z,4.53595198440146,NA,z,NA,z,146.3099486071,63.1662510347026,288.288925586309
S08000016,C73,Thyroid,All,d,2012,5,4.39676398170946,1.42761729697364,10.2605804425982,3.77023124766557,NA,z,NA,z,2.1380298629324,NA,z,NA,z,90.4755611167468,29.3771684222732,211.139778434651
S08000016,C73,Thyroid,All,d,2013,8,7.02493853178785,3.03286984259616,13.8419294170998,6.93032400849219,NA,z,NA,z,4.26719337311666,NA,z,NA,z,136.433581977875,58.9023369280299,268.82854608825
S08000016,C73,Thyroid,All,d,2014,12,10.5226236408278,5.43719318548072,18.3809058647641,9.88604715353143,NA,z,NA,z,6.92656323284827,NA,z,NA,z,197.732170473159,102.171097869124,345.398309011146
S08000016,C73,Thyroid,All,d,2015,23,20.1701306673682,12.7861326291719,30.2650994429825,18.1202393850879,11.3680418649661,NA,26.4211492912862,NA,10.7622263423608,6.29869187440413,NA,16.4018291906904,NA,346.611845322414,219.72217722438,520.087952814799
S08000016,C73,Thyroid,All,d,2016,13,11.3507377979569,6.04378982886912,19.410107323984,9.46409183744734,NA,z,NA,z,5.11775130358756,NA,z,NA,z,189.056133955867,100.664429028874,323.291746815031
S08000016,C73,Thyroid,All,d,2017,5,4.34707007476961,1.4114818206559,10.1446114408996,4.84808885549299,NA,z,NA,z,4.56118893816826,NA,z,NA,z,74.3368464420148,24.1369716965868,173.477402003009
S08000016,C73,Thyroid,All,d,2018,4,3.47011364622191,0.945489176391364,8.88486915537754,3.165132338412,NA,z,NA,z,2.1147406294668,NA,z,NA,z,53.7360014159353,14.6412518150908,137.58550589073
S08000016,C73,Thyroid,Male,NA,1994,2,3.95953356694581,0.479517884310279,14.3031966655262,3.81292214574425,NA,z,NA,z,2.43304602785711,NA,z,NA,z,460.172105766895,55.7289768719284,1662.29986878233
S08000016,C73,Thyroid,Male,NA,1995,0,0,0,5.89595015460341,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C73,Thyroid,Male,NA,1996,1,1.96811651249754,0.0498283959541231,10.9656433594546,2.1997360316762,NA,z,NA,z,0.87989441267048,NA,z,NA,z,171.161680602672,4.33343856376681,953.651846511871
S08000016,C73,Thyroid,Male,NA,1997,3,5.89553118735998,1.21580026509374,17.2292439369224,6.13108154102782,NA,z,NA,z,3.93342413130872,NA,z,NA,z,373.645813418707,77.0547495329351,1091.95162586927
S08000016,C73,Thyroid,Male,NA,1998,1,1.96293969849246,0.0496973303711721,10.9367999979171,2.24340998317443,NA,z,NA,z,0.560852495793606,NA,z,NA,z,122.813098062562,3.1093584347037,684.270786141002
S08000016,C73,Thyroid,Male,NA,1999,1,1.96363350744217,0.0497148960929386,10.9406656539663,1.92519251925193,NA,z,NA,z,1.65016501650165,NA,z,NA,z,108.438216121679,2.7454179339276,604.179070179556
S08000016,C73,Thyroid,Male,NA,2000,1,1.95679398872887,0.0495417344714502,10.9025582947302,1.90995907230559,NA,z,NA,z,1.63710777626194,NA,z,NA,z,132.394528362309,3.35193924724755,737.655098946329
S08000016,C73,Thyroid,Male,NA,2001,1,1.9429925971982,0.0491923134907609,10.8256618628226,1.75967823026647,NA,z,NA,z,1.50829562594268,NA,z,NA,z,123.790752019521,3.13411048986108,689.717925348921
S08000016,C73,Thyroid,Male,NA,2002,1,1.92778516762092,0.0488072947087886,10.7409314883251,1.71065493646139,NA,z,NA,z,1.46627565982405,NA,z,NA,z,130.853372342328,3.31292055505986,729.0683271932
S08000016,C73,Thyroid,Male,NA,2003,1,1.91226526943818,0.0484143649066622,10.6544601501872,1.65943323972428,NA,z,NA,z,1.02118968598417,NA,z,NA,z,89.1106214709249,2.25608560376162,496.492605180936
S08000016,C73,Thyroid,Male,NA,2004,4,7.56443956958339,2.06105518944444,19.3679696579052,11.1799044147386,NA,z,NA,z,5.70496609897276,NA,z,NA,z,404.548278337069,110.225790129929,1035.80426651775
S08000016,C73,Thyroid,Male,NA,2005,3,5.62788429069898,1.16060504051252,16.447066127157,5.60639281002137,NA,z,NA,z,3.20040861273869,NA,z,NA,z,294.056303842918,60.6414792497773,859.35730455666
S08000016,C73,Thyroid,Male,NA,2006,1,1.86306474149977,0.0471687153875918,10.3803323538685,1.70116246101503,NA,z,NA,z,1.13410830734335,NA,z,NA,z,84.2059369135011,2.13190974191325,469.165451881926
S08000016,C73,Thyroid,Male,NA,2007,2,3.67951430411186,0.445606252495566,13.2916708080654,4.46972274405968,NA,z,NA,z,3.81228972415754,NA,z,NA,z,163.466927832428,19.7966033280454,590.498748795832
S08000016,C73,Thyroid,Male,NA,2008,0,0,0,5.46148230429882,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C73,Thyroid,Male,NA,2009,3,5.46338620677096,1.12668158091384,15.9663329200749,5.40936595079335,NA,z,NA,z,2.69591861060278,NA,z,NA,z,204.984043269363,42.2726377363936,599.050360760795
S08000016,C73,Thyroid,Male,NA,2010,6,10.9208059554795,4.00774331280983,23.7699969467587,9.42473277421449,NA,z,NA,z,5.62524639659354,NA,z,NA,z,363.99367174896,133.579262355178,792.26098342779
S08000016,C73,Thyroid,Male,NA,2011,5,9.05879155720627,2.94136496080881,21.1401976253695,8.63968249362565,NA,z,NA,z,5.77592127298355,NA,z,NA,z,429.739753253456,139.535328139967,1002.8692297295
S08000016,C73,Thyroid,Male,NA,2012,1,1.81215229327873,0.0458797237995215,10.0966663482212,1.61210317460317,NA,z,NA,z,0.992063492063492,NA,z,NA,z,65.7220831609846,1.66393908179734,366.180010282636
S08000016,C73,Thyroid,Male,NA,2013,3,5.42387590171937,1.11853360614634,15.8508670422562,5.35864637473675,NA,z,NA,z,1.49670326835681,NA,z,NA,z,172.83117638791,35.6419435994841,505.086039452536
S08000016,C73,Thyroid,Male,NA,2014,2,3.61539434913863,0.437841028478398,13.0600474840904,3.53664540078101,NA,z,NA,z,1.13277597696503,NA,z,NA,z,91.2128231053166,11.0462960391485,329.492079113634
S08000016,C73,Thyroid,Male,NA,2015,3,5.42760479800264,1.11930259420622,15.8617644595776,4.94195879685442,NA,z,NA,z,2.37803315974973,NA,z,NA,z,155.096161606474,31.9845571846787,453.256800290946
S08000016,C73,Thyroid,Male,NA,2016,5,9.00641256574681,2.9243576448563,21.0179625321037,6.86112857323965,NA,z,NA,z,3.61944395208703,NA,z,NA,z,228.807097959806,74.2930419000475,533.959440220226
S08000016,C73,Thyroid,Male,NA,2017,3,5.37740414777107,1.10895001325638,15.7150568566246,5.51029588699537,NA,z,NA,z,3.90988712583108,NA,z,NA,z,151.875603385361,31.3204006541572,443.844962503781
S08000016,C73,Thyroid,Male,NA,2018,0,0,0,5.35057292245618,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C73,Thyroid,Female,NA,1994,1,1.82020058610459,0.0460834889318879,10.1415085657527,1.88781014023732,NA,z,NA,z,1.61812297734628,NA,z,NA,z,51.0890965861779,1.29346393745969,284.650227343417
S08000016,C73,Thyroid,Female,NA,1995,1,1.8138944313440999,0.0459238309165426,10.1063729202592,1.91265540325151,NA,z,NA,z,1.27510360216768,NA,z,NA,z,46.5121377115528,1.17758537151994,259.149044679013
S08000016,C73,Thyroid,Female,NA,1996,3,5.44959128065395,1.12383673550518,15.9260182919933,5.95016566884326,NA,z,NA,z,5.93362398311917,NA,z,NA,z,135.519392599062,27.947356770928,396.045173720531
S08000016,C73,Thyroid,Female,NA,1997,3,5.44721647238261,1.12334699294695,15.919078094459,5.01146364323951,NA,z,NA,z,2.20544729192959,NA,z,NA,z,133.459561121111,27.5225699998376,390.025472038915
S08000016,C73,Thyroid,Female,NA,1998,0,0,0,5.43729539994553,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C73,Thyroid,Female,NA,1999,5,9.11012316886524,2.95803219539104,21.2599884835702,8.36802455157582,NA,z,NA,z,6.27746610147709,NA,z,NA,z,234.206200197052,76.0461157002527,546.559143787105
S08000016,C73,Thyroid,Female,NA,2000,1,1.81336815000181,0.045910506626573,10.1034406682967,1.70192073911986,NA,z,NA,z,1.45878920495988,NA,z,NA,z,41.7551752630319,1.05714950965981,232.644946291767
S08000016,C73,Thyroid,Female,NA,2001,5,9.01176937079826,2.92609698487541,21.0304635281486,9.15005987056281,NA,z,NA,z,8.66244267233168,NA,z,NA,z,202.311094521643,65.6898617051697,472.126606841953
S08000016,C73,Thyroid,Female,NA,2002,4,7.18687676303071,1.9581820321367,18.4012589169443,7.14469895630387,NA,z,NA,z,5.77440266013271,NA,z,NA,z,194.304875225525,52.9415388587709,497.497652421367
S08000016,C73,Thyroid,Female,NA,2003,6,10.6959498003423,3.92522506683338,23.2805797606223,11.0447786281784,NA,z,NA,z,11.3652636841711,NA,z,NA,z,246.719180706162,90.5415910371446,537.003788548202
S08000016,C73,Thyroid,Female,NA,2004,4,7.07076063707553,1.92654429588716,18.1039555167907,6.6958609113675,NA,z,NA,z,4.60775045375248,NA,z,NA,z,154.558999236776,42.1121253626251,395.732424066274
S08000016,C73,Thyroid,Female,NA,2005,4,7.02444506883956,1.91392486236711,17.9853692670056,6.42735706824169,NA,z,NA,z,3.0639992004228,NA,z,NA,z,157.725383704282,42.9748585603057,403.839625892369
S08000016,C73,Thyroid,Female,NA,2006,2,3.49742065226895,0.423553866475413,12.6338859276453,5.01991151253642,NA,z,NA,z,6.69321535004856,NA,z,NA,z,92.3613250094753,11.1853849479548,333.6408628853
S08000016,C73,Thyroid,Female,NA,2007,6,10.3725473247472,3.80654205807045,22.5766687224802,10.2051775627358,NA,z,NA,z,7.73365994570365,NA,z,NA,z,174.215312753718,63.9339493370871,379.193391872024
S08000016,C73,Thyroid,Female,NA,2008,2,3.41833595405756,0.413976342626589,12.3482048057085,3.0229818046853,NA,z,NA,z,1.93303699346337,NA,z,NA,z,71.4968605223516,8.65860150263863,258.271243248407
S08000016,C73,Thyroid,Female,NA,2009,5,8.52093593960361,2.76672470580347,19.885022033986,7.60737003552435,NA,z,NA,z,4.28793761630152,NA,z,NA,z,169.866364168675,55.1551460733488,396.411429245453
S08000016,C73,Thyroid,Female,NA,2010,9,15.316802532378,7.00381745328942,29.0760623077642,16.6116682081266,NA,z,NA,z,11.6349792170897,NA,z,NA,z,228.625362626271,104.542074081169,434.002153831031
S08000016,C73,Thyroid,Female,NA,2011,3,5.11203885149527,1.05422530952646,14.939546851397,4.40265262825785,NA,z,NA,z,3.29598269581938,NA,z,NA,z,69.6969458385312,14.3731858137546,203.684052097815
S08000016,C73,Thyroid,Female,NA,2012,4,6.83328493089841,1.86184015857718,17.495923391024,5.92835932072797,NA,z,NA,z,3.2839962338013,NA,z,NA,z,99.8802524651477,27.214007167705,255.73311563588
S08000016,C73,Thyroid,Female,NA,2013,5,8.53693933650908,2.77192096521781,19.9223686238841,8.50200164224763,NA,z,NA,z,7.03768347787652,NA,z,NA,z,121.12810812733,39.3299670011025,282.672597953958
S08000016,C73,Thyroid,Female,NA,2014,10,17.0296827370106,8.16639480957823,31.3181928816229,16.2354489062819,NA,z,NA,z,12.7203504887315,NA,z,NA,z,257.988548685814,123.715537009956,474.450126509556
S08000016,C73,Thyroid,Female,NA,2015,20,34.0384975407186,20.7915985931956,52.5696987638487,31.2985199733214,18.8696502903948,NA,46.8210085340751,NA,19.1464195249718,10.724595016253,NA,29.9686633584949,NA,425.406927400598,259.849603017796,657.006496798267
S08000016,C73,Thyroid,Female,NA,2016,8,13.5561053309384,5.85256409792338,26.7109316775567,12.067055101655,NA,z,NA,z,6.6160586550880804,NA,z,NA,z,170.538687175286,73.6265006433062,336.029199413423
S08000016,C73,Thyroid,Female,NA,2017,2,3.37661022099914,0.40892316277619,12.1974771111816,4.18588182399062,NA,z,NA,z,5.21249075050545,NA,z,NA,z,42.09782985966,5.09824249928742,152.071836112514
S08000016,C73,Thyroid,Female,NA,2018,4,6.74752450194835,1.83847332809218,17.2763426315408,6.330264676824,NA,z,NA,z,4.2294812589336,NA,z,NA,z,75.6197656685551,20.6038410409737,193.616633926939
S08000016,C81,Hodgkin lymphoma,All,d,1994,3,2.84495021337127,0.586697129346232,8.31415179681586,2.79945256135222,NA,z,NA,z,3.73260341513629,NA,z,NA,z,105.641580641518,21.785833653845,308.729528334466
S08000016,C81,Hodgkin lymphoma,All,d,1995,2,1.88786105342647,0.228628731870837,6.81960323553328,1.93660066369557,NA,z,NA,z,1.45115762682573,NA,z,NA,z,70.1975640345378,8.50125067017459,253.577737592294
S08000016,C81,Hodgkin lymphoma,All,d,1996,3,2.83393160778387,0.584424827976196,8.28195075547168,2.93419075724358,NA,z,NA,z,3.44813107185062,NA,z,NA,z,102.468137711715,21.1313934290885,299.455381422189
S08000016,C81,Hodgkin lymphoma,All,d,1997,3,2.8312570781427,0.583873275665913,8.27413464490593,2.92728752194266,NA,z,NA,z,3.90305002925688,NA,z,NA,z,109.701215190747,22.6230278954289,320.593503219948
S08000016,C81,Hodgkin lymphoma,All,d,1998,4,3.77216144851,1.02778703661479,9.65823149321359,3.86594773462334,NA,z,NA,z,3.10900309304186,NA,z,NA,z,141.147606260966,38.4579721585174,361.393931460663
S08000016,C81,Hodgkin lymphoma,All,d,1999,2,1.89018051223892,0.228909629093625,6.82798191827233,2.19001981414963,NA,z,NA,z,2.3661750214565,NA,z,NA,z,88.9959324816445,10.7778202998633,321.483907938865
S08000016,C81,Hodgkin lymphoma,All,d,2000,3,2.82352941176471,0.582279645078213,8.25155112446336,2.45843740287937,NA,z,NA,z,1.17499435164075,NA,z,NA,z,112.37786297622,23.1750170179896,328.415803902201
S08000016,C81,Hodgkin lymphoma,All,d,2001,3,2.80504908835905,0.578468558107154,8.19754377722517,2.95641109572566,NA,z,NA,z,3.15458632853105,NA,z,NA,z,115.954775953241,23.9126624662918,338.869061507618
S08000016,C81,Hodgkin lymphoma,All,d,2002,6,5.57983818469264,2.04770227238059,12.1449586371419,5.11504871190615,NA,z,NA,z,4.95061150599098,NA,z,NA,z,216.133523511773,79.3171939012171,470.431689282905
S08000016,C81,Hodgkin lymphoma,All,d,2003,2,1.84518867054156,0.223460908334685,6.6654559163428,2.19749621313374,NA,z,NA,z,2.4993317294841,NA,z,NA,z,73.7525963020213,8.93178157052844,266.419736482919
S08000016,C81,Hodgkin lymphoma,All,d,2004,3,2.74097761534947,0.565255480032527,8.01029974393999,2.66257018645869,NA,z,NA,z,3.03775739179212,NA,z,NA,z,96.2981082057099,19.8589850114856,281.423936913017
S08000016,C81,Hodgkin lymphoma,All,d,2005,6,5.4421768707483,1.99718299636358,11.8453279115816,6.04835102122804,NA,z,NA,z,6.21196797715304,NA,z,NA,z,205.578803687789,75.4437977466111,447.458507723525
S08000016,C81,Hodgkin lymphoma,All,d,2006,1,0.90203860725239,0.0228376402528323,5.02583744446951,1.01061141990905,NA,z,NA,z,0.252652854977261,NA,z,NA,z,32.1390105486659,0.813689297876192,179.06710571479
S08000016,C81,Hodgkin lymphoma,All,d,2007,5,4.45632798573975,1.44695756695046,10.3995829583981,5.00291118625594,NA,z,NA,z,4.12741874456188,NA,z,NA,z,152.106027574849,49.388413124549,354.96472820199
S08000016,C81,Hodgkin lymphoma,All,d,2008,5,4.41072688779111,1.43215101457165,10.2931652075888,3.98895069505317,NA,z,NA,z,2.72841775711116,NA,z,NA,z,145.932878105881,47.3840082951416,340.558656606147
S08000016,C81,Hodgkin lymphoma,All,d,2009,4,3.52143674619245,0.959472993772625,9.01627667523874,3.7145939623737,NA,z,NA,z,2.69041251703294,NA,z,NA,z,109.214689620543,29.757327127194,279.63298210137
S08000016,C81,Hodgkin lymphoma,All,d,2010,4,3.51802990325418,0.958544743734674,9.00755380422488,3.14644013475737,NA,z,NA,z,1.99519506025346,NA,z,NA,z,105.059887165741,28.6252832947576,268.995037658962
S08000016,C81,Hodgkin lymphoma,All,d,2011,4,3.51246926589392,0.957029657206116,8.99331636407068,3.10619326676996,NA,z,NA,z,1.30946926919025,NA,z,NA,z,104.293897491811,28.4165768892145,267.033799866461
S08000016,C81,Hodgkin lymphoma,All,d,2012,6,5.27611677805135,1.93624186905632,11.4838850004561,4.88257234892015,NA,z,NA,z,1.79204213628327,NA,z,NA,z,182.356867204418,66.9217563303336,396.914128347331
S08000016,C81,Hodgkin lymphoma,All,d,2013,4,3.51246926589392,0.957029657206116,8.99331636407068,3.28700975917817,NA,z,NA,z,1.99908781973118,NA,z,NA,z,114.924595068686,31.313084185847,294.252607845203
S08000016,C81,Hodgkin lymphoma,All,d,2014,1,0.876885303402315,0.0222008137357856,4.88569220531296,0.638643752902926,NA,z,NA,z,0.348351137947051,NA,z,NA,z,26.7892832259232,0.678245928750682,149.260332833705
S08000016,C81,Hodgkin lymphoma,All,d,2015,5,4.38481101464527,1.42373620110359,10.2326862047906,4.58274713363311,NA,z,NA,z,3.65041922156976,NA,z,NA,z,158.461630185591,51.452059992457,369.796584567259
S08000016,C81,Hodgkin lymphoma,All,d,2016,4,3.49253470706365,0.951598160854208,8.94227597607936,3.32598309373593,NA,z,NA,z,2.11044732718863,NA,z,NA,z,120.226909905576,32.7577865210448,307.828639741932
S08000016,C81,Hodgkin lymphoma,All,d,2017,4,3.47765605981568,0.947544230243718,8.90418072978933,2.81465379259469,NA,z,NA,z,1.79268396146947,NA,z,NA,z,92.4478344407737,25.1889234059346,236.703173568556
S08000016,C81,Hodgkin lymphoma,All,d,2018,2,1.73505682311096,0.210123430679244,6.26762181636502,1.80137367851094,NA,z,NA,z,1.94110823571097,NA,z,NA,z,49.3593403232763,5.9776451045534,178.302908660282
S08000016,C81,Hodgkin lymphoma,Male,NA,1994,2,3.95953356694581,0.479517884310279,14.3031966655262,3.88852883992223,NA,z,NA,z,5.18470511989631,NA,z,NA,z,143.63550899105,17.3949265030087,518.860845227445
S08000016,C81,Hodgkin lymphoma,Male,NA,1995,1,1.96811651249754,0.0498283959541231,10.9656433594546,2.18707940780619,NA,z,NA,z,1.34589502018843,NA,z,NA,z,59.9062299855704,1.51669442783738,333.776150375169
S08000016,C81,Hodgkin lymphoma,Male,NA,1996,2,3.93623302499508,0.476696080582494,14.2190270964849,4.12165662365746,NA,z,NA,z,4.56729562259499,NA,z,NA,z,113.98800506971,13.8044762353002,411.763867247796
S08000016,C81,Hodgkin lymphoma,Male,NA,1997,0,0,0,5.88714434923946,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C81,Hodgkin lymphoma,Male,NA,1998,2,3.92587939698492,0.475442208197167,14.1816262321843,4.02819176554297,NA,z,NA,z,3.04340301148055,NA,z,NA,z,133.780951175462,16.2014938335671,483.262794066872
S08000016,C81,Hodgkin lymphoma,Male,NA,1999,0,0,0,5.88252027167653,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C81,Hodgkin lymphoma,Male,NA,2000,1,1.95679398872887,0.0495417344714502,10.9025582947302,1.77935943060498,NA,z,NA,z,1.64248562825075,NA,z,NA,z,69.0428442666541,1.74801347383238,384.682106949927
S08000016,C81,Hodgkin lymphoma,Male,NA,2001,3,5.82897779159461,1.20207535487905,17.0347466721245,5.91282219145133,NA,z,NA,z,6.30917265706209,NA,z,NA,z,225.372795843313,46.4772886824331,658.634947883204
S08000016,C81,Hodgkin lymphoma,Male,NA,2002,4,7.71114067048368,2.10102630198046,19.7435827413176,6.75018305012379,NA,z,NA,z,7.58116935800044,NA,z,NA,z,265.87571064556,72.4421826802219,680.747416803118
S08000016,C81,Hodgkin lymphoma,Male,NA,2003,2,3.82453053887635,0.463168391295301,13.8155193095268,4.39499242626749,NA,z,NA,z,4.99866345896819,NA,z,NA,z,129.496842504201,15.682668398332,467.787120524647
S08000016,C81,Hodgkin lymphoma,Male,NA,2004,1,1.89110989239585,0.0478787571328692,10.5365899335065,1.77763413057531,NA,z,NA,z,2.90885585003232,NA,z,NA,z,61.3174376728665,1.5524231130903,341.638896359334
S08000016,C81,Hodgkin lymphoma,Male,NA,2005,4,7.50384572093198,2.04454540506946,19.2128253393683,8.66565162962365,NA,z,NA,z,10.6001758737993,NA,z,NA,z,229.054661028502,62.4096859306699,586.470905609484
S08000016,C81,Hodgkin lymphoma,Male,NA,2006,1,1.86306474149977,0.0471687153875918,10.3803323538685,2.02122283981809,NA,z,NA,z,0.505305709954523,NA,z,NA,z,57.041249815431,1.44415941001099,317.813502545041
S08000016,C81,Hodgkin lymphoma,Male,NA,2007,4,7.35902860822371,2.00508761590714,18.8420360139889,8.681669830139,NA,z,NA,z,7.99000698064918,NA,z,NA,z,199.82613716983,54.4458969117254,511.634275872048
S08000016,C81,Hodgkin lymphoma,Male,NA,2008,4,7.29235032450959,1.98692002775892,18.6713131251435,6.35912356736251,NA,z,NA,z,5.05214105853636,NA,z,NA,z,198.773039504934,54.1589632417213,508.937927592326
S08000016,C81,Hodgkin lymphoma,Male,NA,2009,1,1.82112873559032,0.0461069876423484,10.1466798837007,1.96753566158387,NA,z,NA,z,0.491883915395967,NA,z,NA,z,51.0417547479995,1.29226534589107,284.386455503615
S08000016,C81,Hodgkin lymphoma,Male,NA,2010,3,5.46040297773976,1.12606636736791,15.9576146588929,4.67475729216847,NA,z,NA,z,3.34314092956842,NA,z,NA,z,139.894802564349,28.8496714948489,408.831978373112
S08000016,C81,Hodgkin lymphoma,Male,NA,2011,2,3.62351662288251,0.438824673510218,13.089387929566,3.44911810334968,NA,z,NA,z,1.73220327256627,NA,z,NA,z,86.9744159772714,10.5330052728188,314.181495259243
S08000016,C81,Hodgkin lymphoma,Male,NA,2012,3,5.43645687983618,1.12112810629288,15.8876339991344,5.44827421012035,NA,z,NA,z,2.19947061256124,NA,z,NA,z,147.469231462319,30.411700830192,430.96767387173
S08000016,C81,Hodgkin lymphoma,Male,NA,2013,0,0,0,5.41616002884416,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C81,Hodgkin lymphoma,Male,NA,2014,0,0,0,5.41537676666966,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C81,Hodgkin lymphoma,Male,NA,2015,1,1.80920159933421,0.0458050186968139,10.0802261338066,1.50791656195024,NA,z,NA,z,1.00527770796683,NA,z,NA,z,61.8604456739807,1.56617088539644,344.664343299969
S08000016,C81,Hodgkin lymphoma,Male,NA,2016,3,5.40384753944809,1.11440327634484,15.7923356685322,4.7378289164847,NA,z,NA,z,2.5802055649597,NA,z,NA,z,167.202304103971,34.4811348110133,488.636085989872
S08000016,C81,Hodgkin lymphoma,Male,NA,2017,1,1.79246804925702,0.045381361889064,9.98699276011202,1.34408602150538,NA,z,NA,z,0.733137829912023,NA,z,NA,z,40.0495958233691,1.01396797690448,223.142065879048
S08000016,C81,Hodgkin lymphoma,Male,NA,2018,0,0,0,5.35057292245618,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
